Entry,Labcode,site_name_kor,site_name_eng,Lat,Long,Context,Material,Material_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,seed_association,coast_manual
628,KR12-146,목리 신리 유적,Mokri-Shinri,36.669214,126.67135,house,charcoal,,-21.6,,4710,40,,
629,KR12-147,목리 신리 유적,Mokri-Shinri,36.669214,126.67135,house,charcoal,,-24.5,,4810,40,,
630,KR12-148,목리 신리 유적,Mokri-Shinri,36.669214,126.67135,house,charcoal,,-25.7,,4860,40,,
631,KR12-149,목리 신리 유적,Mokri-Shinri,36.669214,126.67135,house,charcoal,,-26.8,,4700,40,,
635,Beta-188912,상정리,Seongjeongri,36.502401,126.607934,house,charcoal,,-28.4,,4390,40,,
639,KGM-OWd130233,고산리,Gosanri,33.30523,126.166461,house,charcoal,,-27.3,,8750,50,,
640,KGM-OWd130234,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-27.6,,5040,40,,
641,KGM-OWd130236,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-20,,8650,50,,
642,KGM-OWd130237,고산리,Gosanri,33.30523,126.166461,outdoor hearth,charcoal,,-22.5,,8660,50,,
643,KGM-OWd130238,고산리,Gosanri,33.30523,126.166461,outdoor hearth,charcoal,,-20.9,,8540,50,,
644,Beta-349641,고산리,Gosanri,33.30523,126.166461,outdoor hearth,charcoal,,-21.7,,8480,40,,
645,KGM-OWd130239,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-23.4,,4560,40,,
646,KGM-OWd130240,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-21.8,,5070,40,,
647,KGM-OWd130242,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-24.5,,8630,50,,
648,KGM-OWd130243,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-21.6,,8560,50,,
649,KGM-OWd130247,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-26.8,,8660,50,,
650,KGM-OWd130248,고산리,Gosanri,33.30523,126.166461,house,charcoal,,-22.4,,5440,40,,
651,KGM-OWd130235,고산리,Gosanri,33.30523,126.166461,outdoor hearth,charcoal,,-24.6,,8610,50,,
652,KGM-OWd130241,고산리,Gosanri,33.30523,126.166461,outdoor hearth,charcoal,,-19.6,,8600,50,,
653,KGM-OWd130244,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-23.4,,5070,40,,
654,KGM-OWd130245,고산리,Gosanri,33.30523,126.166461,ditch,charcoal,,-27.6,,5610,40,,
655,KGM-OWd130246,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-20.8,,8690,50,,
656,Beta-349640,고산리,Gosanri,33.30523,126.166461,outdoor hearth,charcoal,,-24,,8700,40,,
657,Beta-349642,고산리,Gosanri,33.30523,126.166461,outdoor hearth,charcoal,,-22.2,,8650,40,,
658,Beta-349643,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-26,,4930,40,,
660,-,고산리,Gosanri,33.30523,126.166461,house,charcoal,,-23.05,,4750,40,,
661,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-37.66,,7180,50,,
662,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-26.65,,8560,50,,
663,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-24.52,,8310,50,,
664,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-33.01,,7310,50,,
665,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-28.28,,5730,40,,
666,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-29.32,,6370,40,,
667,-,고산리,Gosanri,33.30523,126.166461,house,charcoal,,-27.64,,7580,40,,
668,Beta-402811,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-26.5,,5670,30,,
670,Beta-402813,고산리,Gosanri,33.30523,126.166461,house,charcoal,,-25.8,,5010,30,,
671,SNU13-098,증산동,Jeungsandong,37.47605,129.157982,outdoor hearth,charcoal,,-26.47,,4190,50,,
672,SNU13-100,증산동,Jeungsandong,37.47605,129.157982,outdoor hearth,charcoal,,-28.55,,4120,50,,
673,SNU13-101,증산동,Jeungsandong,37.47605,129.157982,outdoor hearth,charcoal,,-27.01,,4860,50,,
674,PLD-7645,오산리,Osanri,38.08705,128.661486,house,charcoal,,-28.17,,4736,26,,
675,PLD-7646,오산리,Osanri,38.08705,128.661486,house,charcoal,,-27.87,,5804,33,Azuki I,
676,PLD-7793,오산리,Osanri,38.08705,128.661486,house,charcoal,,-25.78,,5751,24,,
677,PLD-7794,오산리,Osanri,38.08705,128.661486,house,charcoal,,-25.75,,5758,24,,
678,PLD-7795,오산리,Osanri,38.08705,128.661486,house,charcoal,,-24.76,,5770,24,,
679,PLD-7796,오산리,Osanri,38.08705,128.661486,house,charcoal,,-24.69,,5841,27,,
680,PLD-7797,오산리,Osanri,38.08705,128.661486,house,charcoal,,-28.12,,6599,26,,
681,PLD-7798,오산리,Osanri,38.08705,128.661486,strat,charcoal,,-27.38,,5837,26,,
683,PLD-10571,오산리,Osanri,38.08705,128.661486,outdoor hearth,charcoal,,-26.92,,4767,27,,
684,PLD-10572,오산리,Osanri,38.08705,128.661486,outdoor hearth,charcoal,,-23,,5337,27,,
685,PLD-10573,오산리,Osanri,38.08705,128.661486,strat,charcoal,,-26.34,,6727,32,,
686,PLD-10574,오산리,Osanri,38.08705,128.661486,strat,charcoal,,-26.4,,46877,523,,
687,PLD-10575,오산리,Osanri,38.08705,128.661486,strat,charcoal,,-26.98,,6718,30,,
688,PLD-10576,오산리,Osanri,38.08705,128.661486,house,charcoal,,-25.6,,6749,30,,
689,PLD-10577,오산리,Osanri,38.08705,128.661486,strat,charcoal,,-24.35,,6004,28,,
692,OWd091026,청계리,Cheonggyeri,37.19861,127.101035,house,charcoal,,-23.6,,4190,50,,
693,SNU03-125,용암리,Yongamri,38.09356,127.698218,outdoor hearth,charcoal,,-24.2,,3820,60,,
694,Beta-213101,대천동,Daecheondong,35.81868,128.518643,house,charcoal,,-23.6,,4370,40,,
695,Beta-125031,상서동,Sangseodong,36.42821,127.420099,aboveground feature,charcoal,,,,4570,40,,
696,Beta-125032,상서동,Sangseodong,36.42821,127.420099,aboveground feature,charcoal,,,,4570,40,,
697,SNU10-725,매촌리,Maechonri,35.41716,127.854497,outdoor hearth,charcoal,,-16.12,,3830,50,,
698,SNU05-200,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,-25.28,,4480,50,,
699,SNU05-202,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,-26.18,,4460,40,,
700,SNU05-203,삼목도,Sammokdo,37.48943,126.475788,house,charcoal,,-27.52,,4740,60,,
701,SNU09-R013,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-24.76,,3620,50,,
702,SNU09-012,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-21.5,,3940,80,,
703,SNU09-R017,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-23.65,,4220,60,,
704,SNU08-774,중산동,Jungsandong,37.485366,126.551862,house,charcoal,,-39.5,,3730,80,,
705,SNU09-R014,중산동,Jungsandong,37.485366,126.551862,house,charcoal,,-24.43,,3650,60,,
706,SNU09-R015,중산동,Jungsandong,37.485366,126.551862,house,charcoal,,-21.64,,3670,50,,
707,SNU09-R016,중산동,Jungsandong,37.485366,126.551862,etc,charcoal,,-27.92,,4260,60,,
708,SNU09-013,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-20.63,,3820,60,,
709,SNU09-014,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-21.5,,3430,50,,
710,SNU09-015,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-35.99,,4220,50,,
711,SNU09-016,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-32.57,,3390,50,,
712,SNU09-017,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-32.57,,3560,50,,
713,SNU09-R018,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-21.04,,3290,50,,
714,OWd090957,중산동,Jungsandong,37.485366,126.551862,hearth,charcoal,,-21.9,,3390,50,,
715,OWd090958,중산동,Jungsandong,37.485366,126.551862,pit,charcoal,,-27.8,,2110,50,,
716,OWd090959,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-25.9,,3360,50,,
717,OWd090960,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-27.1,,3370,50,,
718,OWd090961,중산동,Jungsandong,37.485366,126.551862,house,charcoal,,-26.1,,4400,50,,
719,OWd090964,중산동,Jungsandong,37.485366,126.551862,house,charcoal,,-26.8,,3690,50,,
720,OWd090965,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-26.6,,3720,50,,
721,OWd090966,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-26.7,,3300,50,,
722,OWd090967,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-24.1,,3760,50,,
723,OWd091140,중산동,Jungsandong,37.485366,126.551862,house,charcoal,,-22.8,,3710,50,,
724,OWd091141,중산동,Jungsandong,37.485366,126.551862,house,charcoal,,-24.9,,1690,40,,
725,OWd091142,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-24,,3300,40,,
726,OWd091143,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-24.9,,3860,50,,
727,OWd091146,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,-25.6,,4740,50,,
728,SNU10-R033,왕정리,Wangjeongri,36.82845,126.453219,house,charcoal,,-31.45,,4520,60,,
729,SNU07-135,철통리,Chultongri,38.48997,128.423558,house,charcoal,,-27.35,,4380,60,,
730,SNU07-136,철통리,Chultongri,38.48997,128.423558,house,charcoal,,-30.7,,4210,60,,
731,SNU07-137,철통리,Chultongri,38.48997,128.423558,house,charcoal,,-27.61,,4290,60,,
732,PLD-7636,철통리,Chultongri,38.48997,128.423558,house,charcoal,,-29.29,,4240,30,,
733,PLD-7638,철통리,Chultongri,38.48997,128.423558,house,charcoal,,-26.34,,4285,25,,
734,PLD-7639,철통리,Chultongri,38.48997,128.423558,house,charcoal,,-27.89,,4260,25,,
735,PLD-7640,철통리,Chultongri,38.48997,128.423558,house,charcoal,,-26.52,,4230,30,,
736,PLD-24320,신용리 갓점,Shinyongri-Gatjeom,36.005359,127.054481,house,charcoal,,-28.21,,4475,20,,
737,PLD-24321,신용리 갓점,Shinyongri-Gatjeom,36.005359,127.054481,house,charcoal,,-30.36,,4395,20,,
738,SNU11-441,마륜리 마륜,Maryunri-Maryun,34.98947,127.54244,house,charcoal,,-12.2,,3010,40,,
746,SNU12-139,가덕도 장항,Janghang-Gadeokdo,35.05836,128.806817,stone accumulation,charcoal,,-22.69,,3820,40,,
747,SNU12-140,가덕도 장항,Janghang-Gadeokdo,35.05836,128.806817,stone accumulation,charcoal,,-23.67,,3730,40,,
748,SNU12-141,가덕도 장항,Janghang-Gadeokdo,35.05836,128.806817,stone accumulation,charcoal,,-24.95,,2850,40,,
749,SNU12-142,가덕도 장항,Janghang-Gadeokdo,35.05836,128.806817,stone accumulation,charcoal,,-25.7,,4060,50,,
750,SNU12-143,가덕도 장항,Janghang-Gadeokdo,35.05836,128.806817,stone accumulation,charcoal,,-26.41,,3100,40,,
751,SNU12-144,가덕도 장항,Janghang-Gadeokdo,35.05836,128.806817,stone accumulation,charcoal,,-23.11,,5290,50,,
752,SNU12-145,가덕도 장항,Janghang-Gadeokdo,35.05836,128.806817,stone accumulation,charcoal,,-31.04,,5470,50,,
753,SNU12-146,가덕도 장항,Janghang-Gadeokdo,35.05836,128.806817,stone accumulation,charcoal,,-25.94,,3000,40,,
754,PLD-20654,처용리 21번지,Cheoyongri 21,35.46517,129.343093,pit,charcoal,,-28.13,,3985,25,,
755,PLD-20655,처용리 21번지,Cheoyongri 21,35.46517,129.343093,pit,charcoal,,-27.46,,4390,25,,
756,PLD-17371,안현동,Anhyeondong,37.80623,128.9045,outdoor hearth,charcoal,,-25.05,,3790,25,,
757,PLD-17372,안현동,Anhyeondong,37.80623,128.9045,outdoor hearth,charcoal,,-27.33,,4150,25,,
758,PLD-17373,안현동,Anhyeondong,37.80623,128.9045,outdoor hearth,charcoal,,-26.12,,3540,25,,
759,PLD-17374,안현동,Anhyeondong,37.80623,128.9045,outdoor hearth,charcoal,,-27.6,,3715,25,,
760,PLD-17375,안현동,Anhyeondong,37.80623,128.9045,outdoor hearth,charcoal,,-26.02,,3485,20,,
761,PLD-17376,안현동,Anhyeondong,37.80623,128.9045,outdoor hearth,charcoal,,-26.12,,3855,25,,
762,PLD-17377,안현동,Anhyeondong,37.80623,128.9045,outdoor hearth,charcoal,,-26.67,,3270,20,,
763,PLD-17378,안현동,Anhyeondong,37.80623,128.9045,outdoor hearth,charcoal,,-23.44,,3425,20,,
764,PLD-17379,안현동,Anhyeondong,37.80623,128.9045,outdoor hearth,charcoal,,-27.12,,3475,20,,
765,OWd090223,성산리,Seongsanri,37.762104,127.958617,house,charcoal,,-23.3,,4380,40,,
766,OWd090224,성산리,Seongsanri,37.762104,127.958617,house,charcoal,,-27.2,,4480,40,,
776,SNU07-465,농서리,Nongseori,37.218375,127.086051,house,charcoal,,-25.76,,4270,60,,
777,SNU07-461,농서리,Nongseori,37.218375,127.086051,house,charcoal,,-28.98,,4390,60,,
778,SNU08-481,당동리,Dangdongri,37.865239,126.780386,house,charcoal,,-23.58,,3960,50,,
779,SNU08-482,당동리,Dangdongri,37.865239,126.780386,house,charcoal,,-25.1,,3730,60,,
805,PLD-10630,능곡,Neunggok,37.37582,126.811394,house,charcoal,졸참나무류,-26.35,0.11,4600,30,,
806,PLD-10631,능곡,Neunggok,37.37582,126.811394,house,charcoal,졸참나무아속,-27.41,0.11,4660,30,,
807,PLD-10632,능곡,Neunggok,37.37582,126.811394,house,charcoal,,-27.02,0.12,4640,30,,
808,PLD-10633,능곡,Neunggok,37.37582,126.811394,house,charcoal,상수리나무류,-27.5,0.11,4650,30,,
809,PLD-10634,능곡,Neunggok,37.37582,126.811394,house,charcoal,상수리나무류,-29.87,0.11,4665,30,,
810,PLD-10635,능곡,Neunggok,37.37582,126.811394,house,charcoal,,-28.48,0.16,4585,25,,
811,PLD-10636,능곡,Neunggok,37.37582,126.811394,house,charcoal,자작나무,-25.83,0.16,4670,25,,
812,PLD-10637,능곡,Neunggok,37.37582,126.811394,house,charcoal,상수리나무류,-26.81,0.19,4730,25,,
813,PLD-10638,능곡,Neunggok,37.37582,126.811394,house,charcoal,상수리나무류,-27.67,0.14,2895,20,,
814,PLD-10639,능곡,Neunggok,37.37582,126.811394,house,charcoal,졸참나무류,-28.32,0.14,4665,25,,
815,PLD-10640,능곡,Neunggok,37.37582,126.811394,house,charcoal,상수리나무류,-26.55,0.18,4740,25,"BM G, Soy G",
816,PLD-10641,능곡,Neunggok,37.37582,126.811394,house,charcoal,상수리나무류,-26.75,0.11,4635,25,,
817,PLD-10642,능곡,Neunggok,37.37582,126.811394,house,charcoal,Quercus,-29.42,0.14,4605,25,FM G BM G Azuki G,
818,PLD-10643,능곡,Neunggok,37.37582,126.811394,house,charcoal,,-25.89,0.14,4630,25,,
819,PLD-10644,능곡,Neunggok,37.37582,126.811394,house,charcoal,오리나무아속,-26.96,0.12,4545,25,,
820,PLD-10645,능곡,Neunggok,37.37582,126.811394,house,charcoal,졸참나무류,-27.58,0.19,4815,25,,
825,Beta-288910,문암리,Munamri,38.30476,128.544426,outdoor hearth,charcoal,,-25.9,,5790,40,,
826,SNU12-R008,문암리,Munamri,38.30476,128.544426,house,charcoal,,-20.51,,3780,50,FM I BM I,
827,SNU12-R009,문암리,Munamri,38.30476,128.544426,house,charcoal,,-18.27,,4120,40,"FM G, BM I",
828,SNU12-R010,문암리,Munamri,38.30476,128.544426,house,charcoal,,-17.83,,4450,40,"FM G, FM I",
829,SNU12-R006,문암리,Munamri,38.30476,128.544426,outdoor hearth,charcoal,,-19.29,,4460,50,,
842,Beta-219086,비봉리,Bibongri,35.41067,128.645405,strat,wood,wooden dugout boat,-26.6,,6710,50,,T
843,Beta-219089,비봉리,Bibongri,35.41067,128.645405,strat,charcoal (annual),Juglans shell (wild walnut),-26.1,,6490,50,,T
844,Beta-219088,비봉리,Bibongri,35.41067,128.645405,strat,charcoal,,-30.4,,5970,40,,T
845,Beta-219091,비봉리,Bibongri,35.41067,128.645405,strat,shell,,-8.3,,5230,40,,T
846,Beta-219090,비봉리,Bibongri,35.41067,128.645405,pit,charcoal (annual),Quercus (acorn) shell,-26.7,,4500,50,,T
847,Beta-219087,비봉리,Bibongri,35.41067,128.645405,outdoor hearth,charcoal,,-25.5,,3450,40,,T
848,GX-0378,동삼동,Dongsamdong,35.07093,129.079771,strat,charcoal,,,,5890,140,,
849,GX-0379,동삼동,Dongsamdong,35.07093,129.079771,strat,charcoal,,,,4945,130,,
850,N-1213,동삼동,Dongsamdong,35.07093,129.079771,,charcoal,,,,4880,160,,
852,AERIK-23,동삼동,Dongsamdong,35.07093,129.079771,strat,charcoal,,,,4020,100,,
853,AERIK-24,동삼동,Dongsamdong,35.07093,129.079771,strat,charcoal,,,,3980,100,,
854,AERIK-25,동삼동,Dongsamdong,35.07093,129.079771,strat,charcoal,,,,3930,100,,
855,AERIK-26,동삼동,Dongsamdong,35.07093,129.079771,strat,charcoal,,,,3880,100,,
856,AERIK-27,동삼동,Dongsamdong,35.07093,129.079771,strat,charcoal,,,,4440,90,,
857,AERIK-22,동삼동,Dongsamdong,35.07093,129.079771,strat,charcoal,,,,4170,100,,
858,-,동삼동,Dongsamdong,35.07093,129.079771,,charcoal,,,,4110,150,,
861,GX-0492,동삼동,Dongsamdong,35.07093,129.079771,strat,charcoal,,,,3400,220,,
862,GX-0493,동삼동,Dongsamdong,35.07093,129.079771,strat,charcoal,,,,3400,120,,
867,NUTA-1334,돌산 송도,Dolsan Songdo,34.61073,127.717777,house,charcoal,,,,5280,170,,
868,NUTA-1335,돌산 송도,Dolsan Songdo,34.61073,127.717777,pit,charcoal,,,,5430,170,,
869,-,선유도,Seonyudo,35.80741,126.414521,,charcoal,,,,4810,40,,
883,SNU12-724,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-25.68,,4640,50,,
884,SNU12-725,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-27.4,,4620,50,,
885,SNU12-727,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-26.3,,4690,50,,
886,SNU12-728,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-27.31,,4590,50,,
887,SNU12-729,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-26.28,,4460,50,,
888,SNU12-730,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-28.44,,4370,60,,
889,SNU12-731,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-27.24,,4630,50,,
890,SNU12-732,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-25.76,,4650,50,,
891,SNU12-734,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-26.6,,4670,50,,
892,SNU12-735,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-27.55,,4520,50,,
893,SNU12-737,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-26.16,,4060,50,,
894,SNU12-738,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-28.26,,4350,50,,
895,SNU12-739,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-27.98,,4390,50,,
896,SNU12-740,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-25.97,,4420,50,,
897,SNU12-741,대부북동,Daebubukdong,37.24543,126.579872,house,charcoal,,-25.13,,4440,50,,
898,KSU-617,오이도북부패총군,Oedo North SM,37.347473,126.694168,,charcoal,,-30.56,,3900,50,,
899,PLD-11555,중산동,Jungsandong,37.494272,126.555682,house,charcoal,,-29.5,,4160,25,,
900,PLD-11556,중산동,Jungsandong,37.494272,126.555682,house,charcoal,,-26.21,,4085,25,,
901,SNU08-192,중산동,Jungsandong,37.485366,126.551862,house,charcoal,,-26.69,,4220,50,,
902,-,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,,,3840,50,,
903,SNU02-?,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,,,3730,50,,
904,-,중산동,Jungsandong,37.485366,126.551862,outdoor hearth,charcoal,,,,3350,40,,
905,-,영종도 운북동,Unbukdong,37.52294,126.523263,house,charcoal,,,,4500,60,,
906,-,영종도 운북동,Unbukdong,37.52294,126.523263,house,charcoal,,,,4240,50,,
907,-,영종도 운북동,Unbukdong,37.52294,126.523263,outdoor hearth,charcoal,,,,3590,50,,
908,-,영종도 운북동,Unbukdong,37.52294,126.523263,outdoor hearth,charcoal,,,,3540,50,,
909,-,영종도 운북동,Unbukdong,37.52294,126.523263,outdoor hearth,charcoal,,,,3150,50,,
910,-,영종도 운북동,Unbukdong,37.52294,126.523263,outdoor hearth,charcoal,,,,3770,50,,
911,SNU02-?,영종도 운북동,Unbukdong,37.52294,126.523263,house,charcoal,,,,4380,50,,
912,-,영종도 운북동,Unbukdong,37.52294,126.523263,house,charcoal,,,,3480,50,,
913,-,영종도 운북동,Unbukdong,37.52294,126.523263,house,charcoal,,,,4430,60,,
914,SNU04-789,용유도 을왕리 IIIA,Eulwangri IIIA,37.46216,126.393779,house,charcoal,,-26,,4510,90,,
915,SNU04-790,용유도 을왕리 IIIA,Eulwangri IIIA,37.46216,126.393779,house,charcoal,,-26.6,,4220,70,,
916,SNU10-550,구래리,Guryeri,37.63985,126.627011,house,charcoal,,-18.46,,4020,50,,
917,KCL15-078,용유도 남북동,Nambukdong,37.4625,126.407355,hearth,charcoal,,-37.48,,3910,60,,
918,KCL15-080,용유도 남북동,Nambukdong,37.4625,126.407355,hearth,charcoal,,-22.5,,3990,50,,
919,kcl15-086,용유도 남북동,Nambukdong,37.4625,126.407355,strat,charcoal,,-17.99,,3590,50,,
920,KCL15-087,용유도 남북동,Nambukdong,37.4625,126.407355,strat,charcoal,,-25.57,,3670,50,,
921,KCL15-082,용유도 남북동,Nambukdong,37.4625,126.407355,hearth,charcoal,,-22.54,,4180,50,,
922,KCL15-079,용유도 남북동,Nambukdong,37.4625,126.407355,hearth,charcoal,,-23.14,,4240,50,,
923,KCL15-081,용유도 남북동,Nambukdong,37.4625,126.407355,hearth,charcoal,,-23.9,,4200,50,,
924,KCL15-083,용유도 남북동,Nambukdong,37.4625,126.407355,hearth,charcoal,,-21.83,,4220,50,,
925,KCL15-084,용유도 남북동,Nambukdong,37.4625,126.407355,hearth,charcoal,,-22.09,,4240,50,,
926,KCL15-085,용유도 남북동,Nambukdong,37.4625,126.407355,hearth,charcoal,,-25.45,,3790,50,,
927,-,초지리 별망패총,Byulmang,37.29858,126.798597,outdoor hearth,charcoal,,,,10548,64,,
928,-,초지리 별망패총,Byulmang,37.29858,126.798597,outdoor hearth,charcoal,,,,10440,95,,
929,GX-23266,조동리,Jodongri,37.0251,127.962891,strat,charcoal,,,,4580,175,,
930,GX-22015,조동리,Jodongri,37.0251,127.962891,strat,charcoal,,,,5295,545,,
931,GX-27010-AMS,조동리,Jodongri,37.0251,127.962891,strat,charcoal,,-27.3,,5500,40,,
932,GX-27011,조동리,Jodongri,37.0251,127.962891,strat,charcoal,,-25.4,,5150,270,,
933,GX-27008-AMS,조동리,Jodongri,37.0251,127.962891,outdoor hearth,charcoal,,-25.2,,6200,40,,
934,GX-27009-AMS,조동리,Jodongri,37.0251,127.962891,outdoor hearth,charcoal,,-27.4,,6140,40,,
935,KR06-100,장재리 안강골,Anganggol-Jangjaeri,36.791014,127.094497,house,charcoal,,-25.1,,4500,80,FM G BM G,
936,SNU08-452,아산 백암리 점배골,Baekamri Jumbaegol,36.80364,127.041939,house,charcoal,,-25.28,,4470,60,,
937,SNU08-453,아산 백암리 점배골,Baekamri Jumbaegol,36.80364,127.041939,house,charcoal,,-25.95,,4610,80,,
938,SNU06-623,음성 금석리,Geumsukri,36.9913,127.603906,house,charcoal,,-30.34,,4510,50,,
939,SNU06-624,음성 금석리,Geumsukri,36.9913,127.603906,house,charcoal,,-27.31,,4300,60,,
940,SNU06-521,대천리,Daecehonri,36.2864,127.57116,house,charcoal (annual),barley,,,4380,60,FM G,
942,-,관평동,Gwanpyeongdong,36.419974,127.381367,house,charcoal,,,,4490,70,,
943,OWd080217,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-26.2,,4500,50,,
944,OWd080218,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-27,,4480,50,,
945,OWd080219,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-25.3,,4510,50,,
946,OWd080220,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-25.4,,4530,50,,
947,OWd080221,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-26.1,,4500,50,,
948,OWd080222,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-27.3,,4580,50,,
949,OWd080223,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-27.2,,4550,50,,
950,OWd080224,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-27,,4450,50,,
951,OWd080225,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-28.2,,4440,50,,
952,OWd080226,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-26.9,,4420,50,,
953,OWd080227,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-27.1,,4480,50,,
954,OWd080228,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-26.5,,4590,50,,
955,OWd080229,공주신관동 관골,Shingwandong,36.47643,127.133196,house,charcoal,,-27.6,,4520,50,,
956,GX-26982,공주장원리,Jangwonri,36.57383,127.118764,strat,charcoal,,-26.3,,4880,220,,
957,AA1972,학암리,Hakamri,36.38205,126.948643,house,charcoal,,,,4409,47,,
958,SNU12-536,효림리,Hyorimri,36.676514,126.754532,house,charcoal,,-27.29,,4390,50,,
959,SNU12-537,효림리,Hyorimri,36.676514,126.754532,house,charcoal,,-28.78,,4330,50,,
960,Owd090719,청원영하리,Younghari,36.71938,127.579624,house,charcoal,,-26.4,,4420,50,,
961,Owd090720,청원영하리,Younghari,36.71938,127.579624,house,charcoal,,-26.5,,4020,50,,
962,Owd090721,청원영하리,Younghari,36.71938,127.579624,house,charcoal,,-28.1,,4200,50,,
963,Owd090722,청원영하리,Younghari,36.71938,127.579624,house,charcoal,,-28.2,,4360,50,,
964,KCP 150,가도 패총,Gado,35.94867,126.569723,strat,shell,,,,3830,70,,
965,-,관산리,Gwansanri,36.40337,126.579359,pit,charcoal,,,,4710,80,,
966,SNU06-1136,성내리,Seongnaeri,36.8789,127.007758,house,charcoal,,-29.38,,4660,60,,
967,-,관창리,Gwanchangri,36.40337,126.579359,house,charcoal,,,,4420,70,,
968,-,관창리,Gwanchangri,36.40337,126.579359,house,charcoal,,,,4360,50,,
969,OWd090583,당진석우리 소소리,Sukwori-Sosori,36.8224988452999,126.744652106,house,charcoal,,-30.1,,4600,70,,
970,OWd090584,당진석우리 소소리,Sukwori-Sosori,36.8224988452999,126.744652106,pit,charcoal,,-20.2,,4340,50,,
972,-,대죽리 패총,Daejukri,36.99651,126.401434,strat,charcoal,,,,4530,60,,
973,-,대죽리 패총,Daejukri,36.99651,126.401434,strat,charcoal,,,,5150,150,,
974,-,대죽리 패총,Daejukri,36.99651,126.401434,strat,charcoal,,,,3960,170,,
975,KCP530,대죽리 패총,Daejukri,36.99651,126.401434,strat,shell,,,,4140,60,,
