Entry,Labcode,site_name_kor,site_name_eng,Lat,Long,Context,Material,Material_cmt,13C(0/00),13C(0/00)_range,uncal_bp,uncal_range,seed_association,coast_manual
977,PLD-22359,태안 달산리,Dalsanri,36.650731,126.310041,pit,charcoal,,-27.01,0.21,5900,25,,
978,PLD-22360,태안 달산리,Dalsanri,36.650731,126.310041,house,charcoal,,-27.5,0.14,7010,30,,
981,SNU03-894,내흥동,Naeheungdong,36.001764,126.760241,pit,wood,,-31.92,,4960,40,,
983,-,오산리,Osanri,38.08705,128.661486,strat,charcoal,,,,3260,180,,
985,Beta-120738,양양 지경리,Jigyungri,37.92861,128.793739,house,charcoal,,-25,,4590,70,FM I BM I,
986,Beta-120739,양양 지경리,Jigyungri,37.92861,128.793739,house,charcoal,,-25,,4420,60,FM I BM I,
987,Beta-120740,양양 지경리,Jigyungri,37.92861,128.793739,house,charcoal,,-25,,4600,80,,
988,KCP-151,가평리,Gapyeongri,38.09464,128.653335,house,charcoal,,,,4390,60,,
990,SNU12-R201,문암리,Munamri,38.30476,128.544426,house,charcoal,,-23.7,,4480,40,FM I BM I,
991,SNU12-R202,문암리,Munamri,38.30476,128.544426,house,charcoal,,-23.7,,4480,50,"FM G, FM I",
992,SNU12-R013,문암리,Munamri,38.30476,128.544426,house,charcoal,,-28.16,,4840,60,"FM G, FM I",
993,SNU12-R203,문암리,Munamri,38.30476,128.544426,house,charcoal,,-23.7,,4600,50,FM I,
994,Beta-284063,문암리,Munamri,38.30476,128.544426,house,charcoal,,-25.4,,4690,40,,
995,Beta-288909,문암리,Munamri,38.30476,128.544426,house,charcoal,,-26.5,,4660,40,,
996,Beta-288911,문암리,Munamri,38.30476,128.544426,outdoor hearth,charcoal,,-23.7,,5710,40,,
997,SNU12-R003,문암리,Munamri,38.30476,128.544426,outdoor hearth,charcoal,,-17.43,,5970,50,,
998,SNU12-R011,문암리,Munamri,38.30476,128.544426,outdoor hearth,charcoal,,-16.91,,4530,50,,
999,SNU12-R004,문암리,Munamri,38.30476,128.544426,outdoor hearth,charcoal,,-21.98,,4520,50,,
1000,SNU12-R005,문암리,Munamri,38.30476,128.544426,outdoor hearth,charcoal,,-14.39,,4540,50,,
1001,SNU12-R199,문암리,Munamri,38.30476,128.544426,outdoor hearth,charcoal,,-23.7,,4460,50,,
1002,SNU12-R001,문암리,Munamri,38.30476,128.544426,outdoor hearth,charcoal,,-21.46,,5220,50,BM G,
1003,SNU12-R200,문암리,Munamri,38.30476,128.544426,outdoor hearth,charcoal,,-23.7,,5170,50,BM G,
1004,SNU12-R197,문암리,Munamri,38.30476,128.544426,outdoor hearth,charcoal,,-28.99,,4440,50,,
1005,SNU12-R002,문암리,Munamri,38.30476,128.544426,outdoor hearth,charcoal,,-18.62,,4270,60,FM BM G,
1006,SNU12-R014,문암리,Munamri,38.30476,128.544426,strat,charcoal,,-25.91,,5120,50,,
1007,SNU12-R007,문암리,Munamri,38.30476,128.544426,strat,charcoal,,-15.29,,6240,50,,
1011,SNU12-R193,문암리,Munamri,38.30476,128.544426,house,charcoal,,-33.18,,6200,50,,
1012,SNU12-R194,문암리,Munamri,38.30476,128.544426,house,charcoal,,-32.74,,5920,70,,
1013,SNU12-R195,문암리,Munamri,38.30476,128.544426,house,charcoal,,-35.68,,6030,50,,
1014,TKa-13909,문암리,Munamri,38.30476,128.544426,house,charcoal,,-22.9,,6595,40,,
1015,SNU07-133,철통리,Chultongri,38.48997,128.423558,house,charcoal,,-29.09,,4400,50,,
1016,SNU04-950,강릉초당동(247번지),Chodangdong 247,37.78662,128.913946,house,charcoal,,-34.2,,4720,60,,
1017,SNU07-122,금진리,Geumjinri,37.62803,129.045015,outdoor hearth,charcoal,,-32.33,,3940,60,,
1018,PLD-7625,금진리,Geumjinri,37.62803,129.045015,outdoor hearth,charcoal,,-25.93,,4065,25,,
1019,OWd080018,영월 주천리 (375번지),Jucheonri 375,37.26425,128.287634,outdoor hearth,charcoal,,-23.8,,4330,40,,
1020,OWd080019,영월 주천리 (375번지),Jucheonri 375,37.26425,128.287634,outdoor hearth,charcoal,,-25.8,,4380,50,,
1021,OWd080020,영월 주천리 (375번지),Jucheonri 375,37.26425,128.287634,outdoor hearth,charcoal,,-22.7,,4330,40,,
1022,OWd080021,영월 주천리 (375번지),Jucheonri 375,37.26425,128.287634,outdoor hearth,charcoal,,-25.5,,4450,50,,
1023,OWd080022,영월 주천리 (375번지),Jucheonri 375,37.26425,128.287634,outdoor hearth,charcoal,,-24.3,,4380,50,,
1024,OWd080023,영월 주천리 (375번지),Jucheonri 375,37.26425,128.287634,outdoor hearth,charcoal,,-26.1,,4160,50,,
1025,OWd080056,영월 주천리 (375번지),Jucheonri 375,37.26425,128.287634,strat,charcoal,,-25.6,,4360,50,,
1026,OWd090049,영월 주천리,Jucheonri,37.268115,128.269651,house,charcoal,,-24.3,,4670,50,,
1027,OWd090050,영월 주천리,Jucheonri,37.268115,128.269651,house,charcoal,,-24.5,,4840,50,,
1028,OWd090693,평창 용항리,Yonghangri,37.402692,128.390323,outdoor hearth,charcoal,,-26.2,0.3,4140,40,,
1029,OWd090694,평창 용항리,Yonghangri,37.402692,128.390323,outdoor hearth,charcoal,,-26.9,0.4,7420,50,,
1030,-,천전리,Chunjeonri,37.930712,127.777965,house,charcoal,,-34.2,,3730,60,,
1031,-,영월 연당쌍굴,Yeondangssanggul,37.18834,128.406781,strat,charcoal,,,,3830,40,,
1032,-,영월 연당쌍굴,Yeondangssanggul,37.18834,128.406781,strat,charcoal,,,,4160,80,,
1033,-,영월 연당쌍굴,Yeondangssanggul,37.18834,128.406781,strat,charcoal,,,,4570,80,,
1034,-,영월 연당쌍굴,Yeondangssanggul,37.18834,128.406781,strat,charcoal,,,,4690,80,,
1035,SNU04-415,영월 연당쌍굴,Yeondangssanggul,37.18834,128.406781,strat,charcoal,,,,3800,100,,
1036,-,영월 연당쌍굴,Yeondangssanggul,37.18834,128.406781,strat,charcoal,,,,4010,80,,
1037,SNU04-413,영월 연당쌍굴,Yeondangssanggul,37.18834,128.406781,strat,charcoal,,,,4440,40,,
1038,PLD-16110,원주 반곡동,Bangokdong,37.323098,127.983693,house,charcoal,,-26.65,,3790,20,,
1039,PLD-16111,원주 반곡동,Bangokdong,37.323098,127.983693,pit,charcoal,,-27.36,,4170,20,,
1040,PLD-16112,원주 반곡동,Bangokdong,37.323098,127.983693,pit,charcoal,,-26.96,,3825,20,,
1041,PLD-15435,춘천 송암동,Chuncheon Songamdong,37.8533,127.693302,outdoor hearth,charcoal,,-27.42,,3890,25,,
1044,SNU11-R152,이호동,Eehodong,33.49918,126.463954,pit,charcoal,,-9.23,,2510,40,,
1045,SNU11-R153,이호동,Eehodong,33.49918,126.463954,pit,charcoal,,3.85,,2480,40,,
1046,SNU11-R154,이호동,Eehodong,33.49918,126.463954,pit,charcoal,,-7.87,,2280,50,,
1047,SNU11-R155,이호동,Eehodong,33.49918,126.463954,,charcoal,,-8.95,,6360,50,,
1050,SNU09-R097,오등동,Odeungdong,33.43193,126.555191,strat,charcoal,,-36.38,,4330,50,,
1051,SNU09-R098,오등동,Odeungdong,33.43193,126.555191,strat,charcoal,,-29.38,,5440,80,,
1052,KSU-152,북촌리,Bukchonri,33.54746,126.700253,strat,shell,,,,2920,25,,
1053,SNU12-R085,한동리,Handongri,33.54302,126.829856,strat,charcoal,,-21.29,,3340,40,,
1054,SNU12-R082,한동리,Handongri,33.54302,126.829856,outdoor hearth,charcoal,,-18.36,,2980,40,,
1055,SNU12-R083,한동리,Handongri,33.54302,126.829856,strat,charcoal,,-18.06,,5030,40,,
1056,SNU12-R084,한동리,Handongri,33.54302,126.829856,strat,charcoal,,-21.65,,3140,40,,
1057,Beta-70663,김천 송죽리,Songjukri,36.04246,128.054296,house,charcoal,,-25,,4380,60,,
1059,Beta-65988,청도 암음 오진리,Ojinri,35.7086,128.963897,hearth,charcoal,,,,3480,100,,
1060,Beta-65989,청도 암음 오진리,Ojinri,35.7086,128.963897,hearth,charcoal,,,,2970,60,,
1061,SNU09-503,대구달천리 135,Dalcheonri 135,35.88996,128.47795,outdoor hearth,charcoal,,-24.15,,4100,60,,
1062,SNU09-504,대구달천리 135,Dalcheonri 135,35.88996,128.47795,strat,charcoal,,-26.78,,3620,50,,
1063,PLD-10702,울산중산동 139,Jungsandong 139,35.65115,129.350632,outdoor hearth,charcoal,,-27.12,,4005,30,,
1064,PLD-4107,울산 궁근정리,Gunguenjungri,35.61584,129.063367,outdoor hearth,charcoal,,-27.49,,3475,20,,
1065,PLD-4108,울산 궁근정리,Gunguenjungri,35.61584,129.063367,outdoor hearth,charcoal,,-23.5,,4405,20,,
1066,PLD-4109,울산 궁근정리,Gunguenjungri,35.61584,129.063367,outdoor hearth,charcoal,,-25.86,,4045,20,,
1067,PLD-4110,울산 궁근정리,Gunguenjungri,35.61584,129.063367,outdoor hearth,charcoal,,-25.97,,3455,20,,
1068,PLD-4111,울산 궁근정리,Gunguenjungri,35.61584,129.063367,outdoor hearth,charcoal,,-26.52,,4345,20,,
1069,PLD-4112,울산 궁근정리,Gunguenjungri,35.61584,129.063367,outdoor hearth,charcoal,,-26.73,,3500,20,,
1070,PLD-4113,울산 궁근정리,Gunguenjungri,35.61584,129.063367,artifact area,charcoal,,-26.13,,4495,25,,
1071,SNU12-R022,진주 평거 4-1지구,Pyeonggeo 4-1,35.16712,128.056004,house,charcoal,,-30.57,,4450,50,"FM G, BM G, Azuki G, Soy G ",
1072,SNU12-R023,진주 평거 4-1지구,Pyeonggeo 4-1,35.16712,128.056004,stone accumulation,charcoal,,-30.75,,4370,50,,
1073,SNU09-R130,진주 평거 3-1지구,Pyeonggeo 3-1,35.16712,128.056004,house,charcoal,quercus,-28.61,,3620,60,"FM G, BM G ",
1074,NUTA-1034,합천 봉계리,Bonggyeri,35.60805,128.031034,house,charcoal (annual),walnut,,,4060,150,,
1075,SNU11-970,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-26.05,,4700,50,,
1076,SNU11-973,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-22.34,,5030,50,,
1077,SNU11-971,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-25.78,,5090,50,,
1078,SNU11-974,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-26.49,,5120,50,,
1079,SNU11-972,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-24.96,,5410,50,,
1080,SNU11-975,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-21.7,,5370,50,,
1081,SNU11-976,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-26.69,,5440,50,,
1082,SNU11-977,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-24.21,,5480,50,,
1083,SNU11-978,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-27.74,,5320,50,,
1084,SNU11-979,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-29.46,,5510,60,,
1085,SNU11-980,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-27.97,,5280,50,,
1086,SNU11-981,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-24.29,,5500,60,,
1087,SNU11-982,울산 황성동,Hwangseongdo road to new port,35.46057,129.362308,strat,charcoal,,-23.21,,5470,50,,
1088,Beta-119436,세죽리,Sejukri,35.45971,129.357806,strat,wood,,-27.6,,4390,60,,
1089,Beta-119433,세죽리,Sejukri,35.45971,129.357806,strat,wood,,-28.1,,6040,80,,
1090,Beta-119434,세죽리,Sejukri,35.45971,129.357806,strat,wood,,-29.3,,6020,70,,
1091,Beta-119435,세죽리,Sejukri,35.45971,129.357806,strat,wood,,-28.3,,6240,50,,
1098,SNU05-348,비봉리,Bibongri,35.41067,128.645405,pit,charcoal,,-24.13,,2810,60,,T
1105,TO-8783,동삼동 정화지역,Dongsamdong,35.07093,129.079771,house,charcoal (annual),Foxtail Millet,,,4590,100,,
1116,GAK-6666,동삼동,Dongsamdong,35.07093,129.079771,strat,shell,,,,5820,140,FM I,
1117,GAK-6667,동삼동,Dongsamdong,35.07093,129.079771,strat,shell,,,,5500,100,FM I,
1118,GAK-6669,동삼동,Dongsamdong,35.07093,129.079771,strat,shell,,,,5190,130,FM I,
1119,GAK-6668,동삼동,Dongsamdong,35.07093,129.079771,strat,shell,,,,5160,120,FM I,
1120,GAK-6665,동삼동,Dongsamdong,35.07093,129.079771,strat,shell,,,,4490,110,,
1121,GAK-6664,동삼동,Dongsamdong,35.07093,129.079771,strat,shell,,,,4490,110,,
1122,GAK-6662,동삼동,Dongsamdong,35.07093,129.079771,strat,shell,,,,4510,120,,
1123,GAK-6663,동삼동,Dongsamdong,35.07093,129.079771,strat,shell,,,,4140,120,,
1124,GAK-6661,동삼동,Dongsamdong,35.07093,129.079771,strat,shell,,,,3800,110,,
1125,GAK-6660,동삼동,Dongsamdong,35.07093,129.079771,strat,shell,,,,3470,100,,
1126,N-1132,동삼동,Dongsamdong,35.07093,129.079771,,charcoal,,,,5180,130,,
1128,AERIK-,동삼동,Dongsamdong,35.07093,129.079771,,charcoal,,,,4950,100,,
1129,N-3451,수가리,Sugari,35.17239,128.867395,strat,shell,,,,3040,80,,T
1130,N-3453,수가리,Sugari,35.17239,128.867395,strat,shell,,,,3290,70,,T
1132,NUTA-2315,통영연대도패총,Yeondaedo,34.73956,128.399996,strat,shell,,,,6010,160,,
1133,NUTA-2314,통영연대도패총,Yeondaedo,34.73956,128.399996,strat,shell,,,,6090,160,,
1134,KCP126,범방 패총,Beombang,35.15629,128.881033,strat,shell,,,,3900,70,,T
1135,KCP127,범방 패총,Beombang,35.15629,128.881033,strat,shell,,,,4590,70,,T
1136,KCP ?,상노대도,Sangnodaedo,34.66963,128.246504,strat,shell,,,,3370,40,,
1137,NUTA-678,통영 산등패총,Sandeung,34.67603,128.233127,strat,shell,,,,4660,110,,
1138,NUTA-679,통영 산등패총,Sandeung,34.67603,128.233127,strat,shell,,,,4360,110,,
1139,TH-1000,농소리패총,Nongsori,35.222,128.837472,strat,shell,,,,3440,120,,T
1140,N-2135,율리패총,Yulri,35.24632,129.01634,strat,shell,,,,3480,80,,T
1141,-,하동 목도패총,Mokdo,35.04415,127.77111,strat,shell,,,,4210,120,,
1142,-,하동 목도패총,Mokdo,35.04415,127.77111,strat,shell,,,,4910,130,,
1143,KR10-060,죽변리,Jukbyeonri,37.05676,129.427908,strat,charcoal,,-20.62,,6140,60,,
1144,KR10-061,죽변리,Jukbyeonri,37.05676,129.427908,strat,charcoal,,-23.24,,6150,50,,
1145,KR10-062,죽변리,Jukbyeonri,37.05676,129.427908,strat,charcoal,,-23.24,,6180,50,,
1146,KR10-063,죽변리,Jukbyeonri,37.05676,129.427908,strat,charcoal,,-24.11,,6380,50,,
1148,SNU08-A002,죽림동,Jukrimdong,35.19586,128.900438,strat,shell,,7.68,,4930,50,,T
1149,SNU08-A003,죽림동,Jukrimdong,35.19586,128.900438,strat,shell,,2.51,,5150,50,,T
1150,SNU08-R100,죽림동,Jukrimdong,35.19586,128.900438,strat,charcoal,,-25.21,,5130,60,,T
1151,SNU08-A004,죽림동,Jukrimdong,35.19586,128.900438,strat,shell,,-10.55,,5980,60,,T
1152,SNU08-A005,죽림동,Jukrimdong,35.19586,128.900438,strat,shell,,-20.09,,6490,110,,T
1154,SNU08-327,죽림동,Jukrimdong,35.19586,128.900438,strat,charcoal,,-25.45,,4900,50,,T
1155,SNU08-328,죽림동,Jukrimdong,35.19586,128.900438,strat,charcoal,,-22.02,,4600,50,,T
1156,SNU08-326,죽림동,Jukrimdong,35.19586,128.900438,strat,charcoal,,-25.4,,4780,50,,T
1157,SNU12-676,가덕도 장항,Janghang-Gadeokdo,35.05836,128.806817,strat,shell,,0.53,,5020,50,,
1158,SNU12-677,가덕도 장항,Janghang-Gadeokdo,35.05836,128.806817,strat,shell,,,,4620,60,,
1159,SNU12-678,가덕도 장항,Janghang-Gadeokdo,35.05836,128.806817,strat,shell,,,,4810,80,,
1160,SNU12-679,가덕도 장항,Janghang-Gadeokdo,35.05836,128.806817,strat,shell,,-2.39,,5480,50,,
1161,-,암사동,Amsadong,37.56042,127.130145,house,charcoal,,,,4360,50,,
1162,BETA-252973,능곡,Neunggok,37.37582,126.811394,house,charcoal (annual),foxtail millet,-8.4,,4740,40,FM G BM G Azuki G,
1164,Beta-45536,일산 가와지,Gawaji (zone 2),37.68687,126.761274,,charcoal,,,,4330,80,,
1168,-,일산 주엽리,Juyeopni,37.6707,126.75511,,charcoal,,,,4010,25,,
1170,KCCAMS-60748,진주 평거동,Pyeonggeodong,35.16712,128.056004,pit,charcoal (annual),azuki bean,,,4350,25,"FM G, BM G, Zuki G, Soy M, Wheat G",
1171,KCCAMS-60749,진주 평거동,Pyeonggeodong,35.16712,128.056004,pit,charcoal (annual),azuki bean,,,4175,25,"FM G, BM G, Zuki G, Soy M, Wheat G",
1174,TO-8608,상촌리,Sangchonri-Daepyeong,35.21863,127.969302,outdoor hearth,charcoal (annual),foxtail millet,,,4060,140,FM G(BM? G?,
1175,TO-8607,어은1지구,Oun 1,35.22853,127.949877,outdoor hearth,charcoal (annual),foxtail millet,,,4030,100,FM G BM G,
1176,KCP ?,상노대도,Sangnodaedo,34.66963,128.246504,strat,charcoal,,,,3430,60,,
1177,TO-8605,어은1지구,Oun 1,35.22853,127.949877,house,charcoal (annual),rice,,,3610,280,,
1178,SNU99-125,어은1지구,Oun 1,35.22853,127.949877,house,charcoal (annual),rice,,,2850,60,,
1179,SNU99-126,어은1지구,Oun 1,35.22853,127.949877,house,charcoal (annual),foxtail millet,,,2830,60,,
1180,TO-8637,어은1지구,Oun 1,35.22853,127.949877,house,charcoal (annual),foxtail millet,,,2800,100,,
1181,TO-8611,대평리 옥방,Okbang-Daepyeong,35.22079,127.95937,pit,charcoal (annual),soy bean,,,2790,60,,
1182,TO-8965,울산 다운동,Daundong,35.56853,129.265763,house,charcoal (annual),azuki bean,,,2510,70,,
1183,KCCAMS-60750,울산 다운동,Daundong,35.56853,129.265763,house,charcoal (annual),soy bean,,,2485,25,,
1184,TH1003,달동,Daldong,35.53569,129.323076,,shell,,,,4630,135,,
1185,TH1004,달동,Daldong,35.53569,129.323076,,shell,,,,2910,125,,
1186,TH1005,달동,Daldong,35.53569,129.323076,,shell,,,,3090,110,,
1187,-,하화계리,Hahaegyeri,37.681475,127.858526,,charcoal,,,,13390,60,,
1188,-,화대리,Hwadaeri,37.98228,127.3331,,charcoal,,,,10130,60,,
1189,SNU02-542,기곡,Kigok,37.596116,129.080808,strat,charcoal,,-26.5,,10200,60,,
1190,-,사천동 재너머들,Socheondong Jaeneomudul,36.66126,127.472988,,charcoal,,,,10130,60,,
1191,-,사천동 재너머들,Socheondong Jaeneomudul,36.66126,127.472988,,charcoal,,,,9640,80,,
1192,-,오지리,Ojiri,35.26682,127.318818,,charcoal,,,,9180,80,,
1194,SNU06-522,대천리,Daecheonri,36.2864,127.57116,house,charcoal (annual),wheat,,,4590,80,FM G,
1195,UCI67219,진주 평거동,Pyeonggeodong,35.16712,128.056004,house,charcoal (annual),broomcorn millet,,,3940,20,"FM G, BM G ",
1198,IAAA71150,진주 평거동,Pyeonggeodong,35.16712,128.056004,pit,charcoal (annual),acorn,,,4320,30,FM G,
1201,-,율리패총,Yulri,35.24632,129.01634,,shell,,,,3580,75,,T
1202,SNU04-A038,부안 격하패총 굴순패총,Gyukha-Gulsun,35.62705,126.478775,strat,shell,,-21.67,,3300,180,,
1203,SNU04-A039,부안 격하패총 굴순패총,Gyukha-Gulsun,35.62705,126.478775,strat,shell,,-2.74,,3120,60,,
1208,SNU01-305,상촌리,Sangchonri-Daepyeong,35.21863,127.969302,house,charcoal,,-26.9,,2830,30,FM G BM G,
1209,SNU01-302,상촌리,Sangchonri-Daepyeong,35.21863,127.969302,ditch,charcoal (annual),barley,-26,,2200,800,,
1210,SNU06-174,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,house,charcoal,,-25.04,,1490,50,,
1211,SNU06-175,호평동 지사을,Jisaeul-Hopyeongdong,37.662236,127.249502,house,charcoal,,-20.98,,1420,60,,
1212,-,대천리,Daecheonri,36.2864,127.57116,,charcoal (annual),rice,,,2070,60,,
1213,-,대천리,Daecheonri,36.2864,127.57116,,charcoal (annual),rice,,,1770,60,,
1214,-,대천리,Daecheonri,36.2864,127.57116,,charcoal (annual),rice,,,1800,60,,
1215,-,대천리,Daecheonri,36.2864,127.57116,,charcoal (annual),rice,,,1780,60,,
1216,Beta-252971,진주 평거동,Pyeonggeodong,35.16712,128.056004,pit,charcoal (annual),soy bean,-25,,4200,40,"FM G, BM G, Azuki G, Soy G",
1217,Beta-252972,진주 평거동,Pyeonggeodong,35.16712,128.056004,pit,charcoal (annual),broomcorn millet,-10.1,,4340,40,"FM G, BM G, Zuki G, Soy M, Wheat G",
1218,UCI68837,진주 평거동,Pyeonggeodong,35.16712,128.056004,house,charcoal (annual),acorn shell,,,3595,15,"FM G, BM G ",
1219,D-AMS-023232,진주 평거동,Pyeonggeodong,35.16712,128.056004,pit,charcoal (annual),wheat,,,407,24,"FM G, BM G, Zuki G, Soy M, Wheat G",
1220,-,오산리,Osanri,38.08705,128.661486,stone accumulation,charcoal,,,,4360,50,,
1221,KAERI-186,암사동,Amsadong,37.56042,127.130145,house,charcoal,,,,5510,110,,
1222,KAERI-189,암사동,Amsadong,37.56042,127.130145,house,charcoal,,,,5000,70,,
1223,AERIK-?,암사동,Amsadong,37.56042,127.130145,house,charcoal,,,,4730,200,,
1224,KCP-135,암사동,Amsadong,37.56042,127.130145,house,charcoal,,,,4660,70,,
1226,-,시도,Shido,37.54399,126.431112,strat,charcoal,,,,3040,59,,
1227,-,시도,Shido,37.54399,126.431112,strat,charcoal,,,,1963,63,,
1228,-,시도,Shido,37.54399,126.431112,strat,charcoal,,,,2470,55,,
1229,-,오산리,Osanri,38.08705,128.661486,strat,charcoal,,,,12000,50,,
1230,SNU06-916,방동리,Bangdongri,37.82827,128.878506,stone pavement,charcoal,,-27.12,,4660,60,,
1231,Beta-44978,고남리 패총,Gonamri,36.42001,126.409866,strat,charcoal,,,,3340,80,,
1232,Beta-105626,고남리 패총,Gonamri,36.42001,126.409866,strat,charcoal,,,,2910,70,,
1233,DIS170209WA022,고산리,Gosanri,33.30523,126.166461,strat,charcoal,,-17.3,0.06,5270,30,,
1234,DIS170209WA023,고산리,Gosanri,33.30523,126.166461,strat,charcoal,,-31.5,0.81,5220,30,,
1235,-,고산리,Gosanri,33.30523,126.166461,house,charcoal,,-28.7,,6290,50,,
1236,-,고산리,Gosanri,33.30523,126.166461,house,charcoal,,-25.21,,9040,60,,
1237,-,고산리,Gosanri,33.30523,126.166461,house,charcoal,,-24.39,,4180,40,,
1238,-,고산리,Gosanri,33.30523,126.166461,house,charcoal,,-27.78,,4170,40,,
1239,-,고산리,Gosanri,33.30523,126.166461,house,charcoal,,-25.36,,5610,40,,
1240,-,고산리,Gosanri,33.30523,126.166461,burnt soil,charcoal,,-25.68,,6930,50,,
1241,-,고산리,Gosanri,33.30523,126.166461,burnt soil,charcoal,,-26.36,,4240,40,,
1242,-,고산리,Gosanri,33.30523,126.166461,burnt soil,charcoal,,-26.23,,4150,40,,
1243,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-25.52,,4160,40,,
1244,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-24.73,,4190,40,,
1245,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-23.67,,4070,40,,
1246,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-26.32,,4070,40,,
1247,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-25.8,,4130,40,,
1248,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-23.63,,8800,50,,
1249,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-25.6,,5750,50,,
1250,-,고산리,Gosanri,33.30523,126.166461,burnt soil,charcoal,,-26.31,,7980,50,,
1251,-,고산리,Gosanri,33.30523,126.166461,burnt soil,charcoal,,-27.16,,4180,50,,
1252,-,고산리,Gosanri,33.30523,126.166461,burnt soil,charcoal,,-24.73,,8820,60,,
1253,-,고산리,Gosanri,33.30523,126.166461,house,charcoal,,-29.57,,8710,80,,
1254,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-24.76,,4800,40,,
1255,-,고산리,Gosanri,33.30523,126.166461,burnt soil,charcoal,,-31.8,,4170,20,,
1256,-,고산리,Gosanri,33.30523,126.166461,burnt soil,charcoal,,-29.5,,4110,20,,
1257,-,고산리,Gosanri,33.30523,126.166461,burnt soil,charcoal,,-27.6,,4170,20,,
1259,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-32.7,,4640,30,,
1260,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-28.1,,4700,20,,
1261,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-26.6,,7930,30,,
1262,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-29.4,,4160,20,,
1263,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-28.1,,7940,30,,
1264,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-26,,4680,30,,
1265,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-31.1,,7950,30,,
1266,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-30.4,,5080,30,,
1267,-,고산리,Gosanri,33.30523,126.166461,pit,charcoal,,-29.9,,4910,30,,
1268,KCP-146,가평리,Gapyeongri,38.09464,128.653335,hearth,charcoal,,,,3630,60,,
1269,KCL16-110,오등동2,Odeungdong2,33.447216,126.525473,strat,charcoal,,-26.08,,5500,40,,
1270,KCL16-111,오등동2,Odeungdong2,33.447216,126.525473,burnt soil,charcoal,,-26.97,,5420,40,,
1271,-,외도동 181-1,Oedodong 181-1,33.48579,126.438568,pit,charcoal,,-26.27,,4950,40,,
1272,SNU13-254,"금진리 458,458-1","Geumjinri 458,458-1",37.631051,129.043744,pit,charcoal,,-24.94,,3590,50,,
1273,SNU13-255,"금진리 458,458-1","Geumjinri 458,458-1",37.631051,129.043744,pit,charcoal,,-24.31,,3490,50,,
1274,SNU13-256,"금진리 458,458-1","Geumjinri 458,458-1",37.631051,129.043744,pit,charcoal,,-24.34,,3560,50,,
1275,SNU13-257,"금진리 458,458-1","Geumjinri 458,458-1",37.631051,129.043744,pit,charcoal,,-26.16,,3530,30,,
1276,SNU13-259,"금진리 458,458-1","Geumjinri 458,458-1",37.631051,129.043744,pit,charcoal,,-26.32,,4560,50,,
1277,SNU13-258,"금진리 458,458-1","Geumjinri 458,458-1",37.631051,129.043744,pit,charcoal,,-28.93,,3470,50,,
